area,year,sex,age,educational_attainment,,value
seychelles,1997,female,60 - 64,third level,,29
slovenia,2002,male,15 - 19,first level,,54065
slovenia,2002,male,15 - 19,second level,,12032
slovenia,2002,male,20 - 24,first level,,10049
slovenia,2002,male,20 - 24,second level,,64415
slovenia,2002,male,55 - 59,first level,,11706
slovenia,2002,male,55 - 59,second level,,31082
slovenia,2002,male,55 - 59,third level,,8461
slovenia,2002,male,60 - 64,first level,,13803
slovenia,2002,male,60 - 64,second level,,27780
slovenia,2002,male,60 - 64,third level,,7517
slovenia,2002,female,15 - 19,first level,,51908
slovenia,2002,female,15 - 19,second level,,11476
slovenia,2002,female,20 - 24,first level,,5558
slovenia,2002,female,20 - 24,second level,,63251
slovenia,2002,female,55 - 59,first level,,21582
slovenia,2002,female,55 - 59,second level,,24593
slovenia,2002,female,55 - 59,third level,,7000
slovenia,2002,female,60 - 64,first level,,28227
slovenia,2002,female,60 - 64,second level,,20372
slovenia,2002,female,60 - 64,third level,,5002
slovenia,2002,male,15 - 19,first level,,27314
slovenia,2002,male,15 - 19,second level,,5230
slovenia,2002,male,15 - 19,third level,,8
slovenia,2002,male,20 - 24,first level,,5616
slovenia,2002,male,20 - 24,second level,,31913
slovenia,2002,male,55 - 59,first level,,3707
slovenia,2002,male,55 - 59,second level,,16288
slovenia,2002,male,55 - 59,third level,,6200
slovenia,2002,male,60 - 64,first level,,3989
slovenia,2002,male,60 - 64,second level,,15018
slovenia,2002,female,15 - 19,first level,,25827
slovenia,2002,female,15 - 19,second level,,5407
slovenia,2002,female,15 - 19,third level,,0
slovenia,2002,female,20 - 24,first level,,3242
slovenia,2002,female,20 - 24,second level,,31555
slovenia,2002,female,20 - 24,third level,,1157
slovenia,2002,female,55 - 59,first level,,8231
slovenia,2002,female,55 - 59,second level,,15643
slovenia,2002,female,55 - 59,third level,,5402
slovenia,2002,female,60 - 64,first level,,10409
slovenia,2002,female,60 - 64,second level,,13697
slovenia,2002,female,60 - 64,third level,,4077
slovenia,2002,male,15 - 19,first level,,26751
slovenia,2002,male,15 - 19,second level,,6802
slovenia,2002,male,20 - 24,first level,,4433
slovenia,2002,male,20 - 24,second level,,32502
slovenia,2002,male,55 - 59,first level,,7999
slovenia,2002,male,55 - 59,second level,,14794
slovenia,2002,male,55 - 59,third level,,2261
slovenia,2002,male,60 - 64,first level,,9814
slovenia,2002,male,60 - 64,second level,,12762
slovenia,2002,female,15 - 19,first level,,26081
slovenia,2002,female,15 - 19,second level,,6069
slovenia,2002,female,20 - 24,first level,,2316
slovenia,2002,female,20 - 24,second level,,31696
slovenia,2002,female,55 - 59,first level,,13351
slovenia,2002,female,55 - 59,second level,,8950
slovenia,2002,female,55 - 59,third level,,1598
slovenia,2002,female,60 - 64,first level,,17818
slovenia,2002,female,60 - 64,second level,,6675
slovenia,2002,female,60 - 64,third level,,925
south africa,1996,male,15 - 19,first level,,1011484
south africa,1996,male,15 - 19,second level,,882783
south africa,1996,male,15 - 19,third level,,7278
south africa,1996,male,20 - 24,first level,,498841
south africa,1996,male,20 - 24,second level,,1155272
south africa,1996,male,20 - 24,third level,,81649
south africa,1996,male,55 - 59,first level,,165720
south africa,1996,male,55 - 59,second level,,112453
south africa,1996,male,55 - 59,third level,,34527
south africa,1996,male,60 - 64,first level,,113027
south africa,1996,male,60 - 64,second level,,78801
south africa,1996,male,60 - 64,third level,,24189
south africa,1996,female,15 - 19,first level,,890670
south africa,1996,female,15 - 19,second level,,1099406
south africa,1996,female,15 - 19,third level,,8857
south africa,1996,female,20 - 24,first level,,481922
south africa,1996,female,20 - 24,second level,,1303363
south africa,1996,female,20 - 24,third level,,97357
south africa,1996,female,55 - 59,first level,,205727
south africa,1996,female,55 - 59,second level,,122166
south africa,1996,female,55 - 59,third level,,26075
south africa,1996,female,60 - 64,first level,,177666
south africa,1996,female,60 - 64,second level,,94963
south africa,1996,female,60 - 64,third level,,17691
state of palestine,1997,male,15 - 19,first level,,35679
state of palestine,1997,male,15 - 19,second level,,93196
state of palestine,1997,male,15 - 19,third level,,96
state of palestine,1997,male,20 - 24,first level,,23432
state of palestine,1997,male,20 - 24,second level,,79417
state of palestine,1997,male,20 - 24,third level,,8125
state of palestine,1997,male,55 - 59,first level,,3053
state of palestine,1997,male,55 - 59,second level,,4446
state of palestine,1997,male,55 - 59,third level,,2928
state of palestine,1997,male,60 - 64,first level,,3110
state of palestine,1997,male,60 - 64,second level,,2069
state of palestine,1997,male,60 - 64,third level,,1475
state of palestine,1997,female,15 - 19,first level,,32366
state of palestine,1997,female,15 - 19,second level,,90429
state of palestine,1997,female,15 - 19,third level,,131
state of palestine,1997,female,20 - 24,first level,,24515
state of palestine,1997,female,20 - 24,second level,,68352
state of palestine,1997,female,20 - 24,third level,,9790
state of palestine,1997,female,55 - 59,first level,,1558
state of palestine,1997,female,55 - 59,second level,,1479
state of palestine,1997,female,55 - 59,third level,,558
state of palestine,1997,female,60 - 64,first level,,1051
state of palestine,1997,female,60 - 64,second level,,598
state of palestine,1997,female,60 - 64,third level,,225
sweden,2003,male,20 - 24,first level,,1954
sweden,2003,male,20 - 24,second level,,230287
sweden,2003,male,20 - 24,third level,,25604
sweden,2003,male,25 - 29,first level,,2394
sweden,2003,male,25 - 29,second level,,192902
sweden,2003,male,25 - 29,third level,,80837
sweden,2003,male,30 - 34,first level,,3229
sweden,2003,male,30 - 34,second level,,218389
sweden,2003,male,30 - 34,third level,,83080
sweden,2003,male,35 - 39,first level,,4465
sweden,2003,male,35 - 39,second level,,258006
sweden,2003,male,35 - 39,third level,,73906
sweden,2003,male,40 - 44,first level,,5362
sweden,2003,male,40 - 44,second level,,232474
sweden,2003,male,40 - 44,third level,,63397
sweden,2003,male,45 - 49,first level,,8300
sweden,2003,male,45 - 49,second level,,220745
sweden,2003,male,45 - 49,third level,,64416
sweden,2003,male,50 - 54,first level,,29625
sweden,2003,male,50 - 54,second level,,201826
sweden,2003,male,50 - 54,third level,,66990
sweden,2003,male,55 - 59,first level,,69197
sweden,2003,male,55 - 59,second level,,183918
sweden,2003,male,55 - 59,third level,,71124
sweden,2003,male,60 - 64,first level,,78842
sweden,2003,male,60 - 64,second level,,123032
sweden,2003,male,60 - 64,third level,,49211
sweden,2003,male,65 - 69,first level,,76544
sweden,2003,male,65 - 69,second level,,80814
sweden,2003,male,65 - 69,third level,,31745
sweden,2003,male,70 - 74,first level,,75151
sweden,2003,male,70 - 74,second level,,59699
sweden,2003,male,70 - 74,third level,,23732
sweden,2003,female,20 - 24,first level,,1974
sweden,2003,female,20 - 24,second level,,208454
sweden,2003,female,20 - 24,third level,,36982
sweden,2003,female,25 - 29,first level,,3409
sweden,2003,female,25 - 29,second level,,159386
sweden,2003,female,25 - 29,third level,,103861
sweden,2003,female,30 - 34,first level,,4484
sweden,2003,female,30 - 34,second level,,183398
sweden,2003,female,30 - 34,third level,,106872
sweden,2003,female,35 - 39,first level,,5718
sweden,2003,female,35 - 39,second level,,216444
sweden,2003,female,35 - 39,third level,,99596
sweden,2003,female,40 - 44,first level,,6417
sweden,2003,female,40 - 44,second level,,192159
sweden,2003,female,40 - 44,third level,,90612
sweden,2003,female,45 - 49,first level,,7859
sweden,2003,female,45 - 49,second level,,184387
sweden,2003,female,45 - 49,third level,,93877
sweden,2003,female,50 - 54,first level,,19788
sweden,2003,female,50 - 54,second level,,181098
sweden,2003,female,50 - 54,third level,,92077
sweden,2003,female,55 - 59,first level,,48712
sweden,2003,female,55 - 59,second level,,184102
sweden,2003,female,55 - 59,third level,,86503
sweden,2003,female,60 - 64,first level,,62678
sweden,2003,female,60 - 64,second level,,130400
sweden,2003,female,60 - 64,third level,,56493
sweden,2003,female,65 - 69,first level,,71944
sweden,2003,female,65 - 69,second level,,93095
sweden,2003,female,65 - 69,third level,,35378
sweden,2003,female,70 - 74,first level,,86191
sweden,2003,female,70 - 74,second level,,74944
sweden,2003,female,70 - 74,third level,,24233
switzerland,2000,male,15 - 19,first level,,122805
switzerland,2000,male,15 - 19,second level,,15329
switzerland,2000,male,15 - 19,third level,,0
switzerland,2000,male,20 - 24,first level,,41251
switzerland,2000,male,20 - 24,second level,,146372
switzerland,2000,male,20 - 24,third level,,9288
switzerland,2000,male,25 - 29,first level,,30436
switzerland,2000,male,25 - 29,second level,,133010
switzerland,2000,male,25 - 29,third level,,59538
switzerland,2000,male,30 - 34,first level,,38876
switzerland,2000,male,30 - 34,second level,,137304
switzerland,2000,male,30 - 34,third level,,93940
switzerland,2000,male,35 - 39,first level,,46042
switzerland,2000,male,35 - 39,second level,,142936
switzerland,2000,male,35 - 39,third level,,101447
switzerland,2000,male,40 - 44,first level,,44511
switzerland,2000,male,40 - 44,second level,,129173
switzerland,2000,male,40 - 44,third level,,86827
switzerland,2000,male,45 - 49,first level,,41335
switzerland,2000,male,45 - 49,second level,,115590
switzerland,2000,male,45 - 49,third level,,73214
switzerland,2000,male,50 - 54,first level,,42340
switzerland,2000,male,50 - 54,second level,,116112
switzerland,2000,male,50 - 54,third level,,68802
switzerland,2000,male,55 - 59,first level,,38024
switzerland,2000,male,55 - 59,second level,,103597
switzerland,2000,male,55 - 59,third level,,61612
switzerland,2000,male,60 - 64,first level,,34857
switzerland,2000,male,60 - 64,second level,,75875
switzerland,2000,male,60 - 64,third level,,41343
switzerland,2000,male,65 - 69,first level,,31777
switzerland,2000,male,65 - 69,second level,,63898
switzerland,2000,male,65 - 69,third level,,31335
switzerland,2000,male,70 - 74,first level,,28796
switzerland,2000,male,70 - 74,second level,,47817
switzerland,2000,male,70 - 74,third level,,24260
switzerland,2000,male,75 - 79,first level,,24866
switzerland,2000,male,75 - 79,second level,,33528
switzerland,2000,male,75 - 79,third level,,17145
switzerland,2000,male,80 - 84,first level,,15047
switzerland,2000,male,80 - 84,second level,,19972
switzerland,2000,male,80 - 84,third level,,9449
switzerland,2000,female,15 - 19,first level,,115757
switzerland,2000,female,15 - 19,second level,,19148
switzerland,2000,female,15 - 19,third level,,0
switzerland,2000,female,20 - 24,first level,,44425
switzerland,2000,female,20 - 24,second level,,138753
switzerland,2000,female,20 - 24,third level,,8853
switzerland,2000,female,25 - 29,first level,,37444
switzerland,2000,female,25 - 29,second level,,143679
switzerland,2000,female,25 - 29,third level,,41479
switzerland,2000,female,30 - 34,first level,,52218
switzerland,2000,female,30 - 34,second level,,163668
switzerland,2000,female,30 - 34,third level,,55486
switzerland,2000,female,35 - 39,first level,,64461
switzerland,2000,female,35 - 39,second level,,166529
switzerland,2000,female,35 - 39,third level,,52639
switzerland,2000,female,40 - 44,first level,,65662
switzerland,2000,female,40 - 44,second level,,145296
switzerland,2000,female,40 - 44,third level,,41890
switzerland,2000,female,45 - 49,first level,,66641
switzerland,2000,female,45 - 49,second level,,126654
switzerland,2000,female,45 - 49,third level,,33521
switzerland,2000,female,50 - 54,first level,,73663
switzerland,2000,female,50 - 54,second level,,121715
switzerland,2000,female,50 - 54,third level,,28396
switzerland,2000,female,55 - 59,first level,,71764
switzerland,2000,female,55 - 59,second level,,106434
switzerland,2000,female,55 - 59,third level,,22117
switzerland,2000,female,60 - 64,first level,,67741
switzerland,2000,female,60 - 64,second level,,75522
switzerland,2000,female,60 - 64,third level,,13951
switzerland,2000,female,65 - 69,first level,,69545
switzerland,2000,female,65 - 69,second level,,60873
switzerland,2000,female,65 - 69,third level,,8993
switzerland,2000,female,70 - 74,first level,,67864
switzerland,2000,female,70 - 74,second level,,48501
switzerland,2000,female,70 - 74,third level,,7129
switzerland,2000,female,75 - 79,first level,,62698
switzerland,2000,female,75 - 79,second level,,37432
switzerland,2000,female,75 - 79,third level,,5770
switzerland,2000,female,80 - 84,first level,,44740
switzerland,2000,female,80 - 84,second level,,24742
switzerland,2000,female,80 - 84,third level,,3130
timor-leste,2004,male,15 - 19,first level,,15839
timor-leste,2004,male,15 - 19,second level,,20625
timor-leste,2004,male,15 - 19,third level,,645
timor-leste,2004,male,20 - 24,first level,,8102
timor-leste,2004,male,20 - 24,second level,,15858
timor-leste,2004,male,20 - 24,third level,,3565
timor-leste,2004,male,25 - 29,first level,,7048
timor-leste,2004,male,25 - 29,second level,,9884
timor-leste,2004,male,25 - 29,third level,,3498
timor-leste,2004,male,30 - 34,first level,,7858
timor-leste,2004,male,30 - 34,second level,,11611
timor-leste,2004,male,30 - 34,third level,,2886
timor-leste,2004,male,35 - 39,first level,,5619
timor-leste,2004,male,35 - 39,second level,,8016
timor-leste,2004,male,35 - 39,third level,,1580
timor-leste,2004,male,40 - 44,first level,,5712
timor-leste,2004,male,40 - 44,second level,,3799
timor-leste,2004,male,40 - 44,third level,,851
timor-leste,2004,male,45 - 49,first level,,3714
timor-leste,2004,male,45 - 49,second level,,1861
timor-leste,2004,male,45 - 49,third level,,382
timor-leste,2004,male,50 - 54,first level,,2891
timor-leste,2004,male,50 - 54,second level,,1030
timor-leste,2004,male,50 - 54,third level,,215
timor-leste,2004,male,55 - 59,first level,,1379
timor-leste,2004,male,55 - 59,second level,,423
timor-leste,2004,male,55 - 59,third level,,91
timor-leste,2004,male,60 - 64,first level,,1121
timor-leste,2004,male,60 - 64,second level,,263
timor-leste,2004,male,60 - 64,third level,,69
timor-leste,2004,female,15 - 19,first level,,13806
timor-leste,2004,female,15 - 19,second level,,21296
timor-leste,2004,female,15 - 19,third level,,623
timor-leste,2004,female,20 - 24,first level,,8244
timor-leste,2004,female,20 - 24,second level,,15057
timor-leste,2004,female,20 - 24,third level,,2723
timor-leste,2004,female,25 - 29,first level,,6938
timor-leste,2004,female,25 - 29,second level,,9143
timor-leste,2004,female,25 - 29,third level,,1804
timor-leste,2004,female,30 - 34,first level,,6381
timor-leste,2004,female,30 - 34,second level,,8204
timor-leste,2004,female,30 - 34,third level,,1094
timor-leste,2004,female,35 - 39,first level,,3839
timor-leste,2004,female,35 - 39,second level,,3660
timor-leste,2004,female,35 - 39,third level,,552
timor-leste,2004,female,40 - 44,first level,,2837
timor-leste,2004,female,40 - 44,second level,,1414
timor-leste,2004,female,40 - 44,third level,,249
timor-leste,2004,female,45 - 49,first level,,1510
timor-leste,2004,female,45 - 49,second level,,729
timor-leste,2004,female,45 - 49,third level,,142
timor-leste,2004,female,50 - 54,first level,,878
timor-leste,2004,female,50 - 54,second level,,388
timor-leste,2004,female,50 - 54,third level,,95
timor-leste,2004,female,55 - 59,first level,,408
timor-leste,2004,female,55 - 59,second level,,128
timor-leste,2004,female,55 - 59,third level,,51
timor-leste,2004,female,60 - 64,first level,,314
timor-leste,2004,female,60 - 64,second level,,107
timor-leste,2004,female,60 - 64,third level,,32
tonga,1996,male,15 - 19,second level,,5331
tonga,1996,male,15 - 19,third level,,18
tonga,1996,male,20 - 24,second level,,3939
tonga,1996,male,20 - 24,third level,,221
tonga,1996,male,25 - 29,second level,,3289
tonga,1996,male,25 - 29,third level,,335
